content,sentiment
经营利润为24.5欧元，欧元23.0锰，比欧元23.0亿吨。,2
"""Ramillent在第二季度的净销售额为1.287亿欧元,而去年第二季的销售额为1.268亿欧元,比去年同期增长1.224亿欧元.""",2
"""由X20AC5690万美元增加2%，至X200AC5800万美元74300万美元，从X20ac569万美元增长2%。""",2
"""Ruukki的交付量和销售价格显示出色的发展,该公司的净销售额比去年同期增长50%,欧元兑欧元647亿欧元，CEOSaniTamannen称.",2
公司的经营利润达到15.86M，与去年同比增长了4.140亿吨。,2
百货公司百分之百的百分之四分之四的销售额增长了百分之四。,2
2009年3月底，公司投资物业的公平价值从去年同期的26.691亿欧元增长到2803亿欧元。,2
上一季度是2009年净销售净额最高的季度，而且经营利润增长到12.2%。,2
这些啤酒的主要酿造方法是去年，家酿啤酒的销售额增加了4.5%，从2004年的245.288万升增长到2004年的2.459亿升。,2
利润的增长26.9%，至105.8（838.4）8000万。,2
2010年10月21日，芬兰渔业处理公司RapaVMC(RaperaVMC(HEL:RA1V.)说，今天该公司的净利润从20102年的15.1米,2
根据芬兰的大豆资源，公司的订单价值在12个月内上升到1.9BN。,2
芬兰银行+土地的运营利润在2009年第二季度从2008年同期的6.1MN增加到了21.3英镑。,2
芬兰金融集团阿卡提2009年的经营盈利从2008年的欧洲6.6万（EUR）增加到了47.00英镑，从2008年的47.6亿英镑增加到了6.6亿英,2
芬兰森林机械制造商Ponsesse的净销售额增长到2010年第一季度的欧洲总销售额从2009年同期的同期37.5MN增至51.3亿欧元。,2
芬兰KCIKKoneceraness已经提高了2006年的销售净增长预估，从25%以上的25%上升到35%以上。,2
根据香港证券公司的说法，这项计划将J+RVAI-SUMOMN的净销售由欧元80MN增加到100MN。,2
广告和流通收入分别增长了3.4%和0.4%，流通收入分别增长了30.4%和0.4%。,2
2007年3月结束，这个组织的订单书籍在Your39.6万亿，比2006年同期增长42%。,2
同时，该公司的利润在H1中增加了10%，并达到了790000卢斯。,2
与2004财年相比，12个月的营业利润和净销售额分别从10.5米和28.8米增长了，相比2004年的财年增长。,2
与2004年的财年相比，经营利润和营业净利润在12个月期间的增长，分别为20.8万欧元和17.7.7米，而2004年度则是12个月。,2
与2005年相比，21.5米和欧盟21.5米的营业利润和净销售额均由2005年增加了，分别是欧盟21.5米和欧盟19.16.1米。,2
经营盈利和营业净销售额均在12个月内增长，分别由欧元4.7M和欧元26.7米增加，与2004年相比，2004年的营业净销量和12个月的销售额均增,2
两者的营业利润和净销售的九个月期分别增加了，分别增加了26.6%和2006年的相应期间的3.4%，相比而言，两者之间的营业利润和净增长率增加了。,2
"""相比2007年的相比,6个月的营运利润和净销售额分别比2007年的相比,欧元13月和14.8米和143.6米的销售额增加了.""",2
营业利润和净销售额均在六个月内增长，分别由欧洲经济和欧盟经济的营业利润增长0.4亿和2005年的相应期相比2005年的经济增长3.2米。,2
营业利润和净销售额为6个月的销售额均由2006年的127.6米增长，分别为19.1米和12.6米。,2
六个月的营业利润和销售净额均增长，分别从2005年的欧元和欧元区的7.5米和655.5米，相比2005年的相应的季节增长。,2
"""营销业绩和净销售三个月的季度营业净利润增加,分别为15.1M和欧元131.5M,相比2005年的相应期,2相比增长幅度增长.""",2
与2006年同期的营业利润和净营运相比，经营盈率和净销售均为三个月期，分别从欧元兑16.0米和欧元兑欧元兑1390万年同期增加了。,2
与2005年相比，三个月期间的营业利润和销售额分别从欧盟0.3米和欧洲13.1米增加了，而在2005年与2005年的相应期相比。,2
"""欧元区9个月的营业利润和营业额均有所增加,分别从欧元区2.4和欧元区43.8米增长,与上年同期相比,两者的营业利润.""",2
营业利润和六个月的周期营业额和营业周期均增加，分别从欧元R17.6米和欧元117.9米和欧元兑美元相比，与2007年相比，2007年的相对应期增,2
与同年同期相比，六个月期的营业利润和营业周转均有所增加，分别为0.1和29.0M，而去年同期的相对应期。,2
货物量增加约5%左右，货物量增加了大约5%。,2
比较经营利润总值为欧元85400万欧元，2004年，从欧元7300万欧元增长。,2
Digia说，2010年1月至6月份其净资产净销售额为欧元67.8米，同2009年同期增长9.7%（EUR61.9米）。,2
EUR0.05的每股收益上涨到了欧盟R0.29。,2
每股盈利（EPS）上升至0.52，与0.09欧元兑欧元兑换的收入增升至0.09。,2
每股盈利稀释收益（EPPS）从0.64上升到了欧洲R1.05的欧元。,2
每股稀释稀释的收入（EUR）从0.50欧元升至欧元区的3.68，而欧元区的EUR3.50。,2
废弃的EPS从欧元R0.50升至欧元区的EUR3.68，从欧元区的3.68。,2
E比特利润率从1.4%上升到5.1%，而EBIT利润则从1.4%上升到5.1%。,2
来自继续运作的EPSPEC从0.17升至0.30欧元，而0.30欧元的EESR则从0.17。,2
股权比例比2007年第三季度为60.9%，2007年第三季度为54.2%，冻食品业务的净销售额比200R上升了约2006年第三季度的5%。,2
欧洲9.28万欧元2010年5月6日在2010年10月6日上市，芬兰纺织品和服装设计公司MarimoCoyj（Hel:MMO1V）称，今天的净利,2
芬兰电子产品制造服务提供商安德鲁公司(AndrickCorp.)周四称，该公司已经在长期的制造供应商与通信设备公司AndrewCominCo..,2
芬兰工具制造商FiskarSourchay和手工具制造商MakirasOyjABP(HEL:FIS)表示，2010年第三季度，它的净利润增至24,2
芬兰百货百货公司股票交易所股票公司ABP净利润增至39.8毫升至39.8毫升（56.8毫升），从2007年的37.4毫升（53.4毫升）的前9个,2
芬兰的升级设备制造商科尼克莱恩斯在2008年7月30日表示，该公司的净利润从2008年上半年的57.1毫升至71.2毫升（111.1毫升），为2,2
芬兰金属行业解决方案供应商OYJ净利润同比上涨50.4毫升至2006年同期的9个月，2007年头9个月，从2006年1月的20.1毫升至200.,2
芬兰金属产品公司零售银行AOYJ净利润26.1毫升至20.1毫升（35.9毫升)，2007年第一季度的比例从2006年同期的5.3毫升至2007,2
芬兰的办公用品和计算电脑附件经销商皮普顿集团PLC称，其净利润从2006年的1.13毫升至1.3毫升（1.7毫升），从2005年的1.13毫升（,2
芬芬兰安全和隐私软件开发商StotherolaysoreopersoldOyj2008年度的石门产品销售额增长59个PCT年同期增长到2007年,2
芬兰的硅晶硅技术公司OKMYTJ(OMXHXFord:OKMM1V)周四（8月7日）公布的一月3日（2007年1月3日）的经营利润为欧洲5.3倍,2
"""芬兰软件开发商OYJ称,该公司的净利润从2005年的2.3MLN欧元增至2006年的3.5毫升(4.6毫升),为2.3毫升.(完)""",2
第一季度的营运利润率从每年33MLN的第一季度的33毫升至41毫升。,2
2010年头九个月，公司净利润从2009年的欧洲RER30M从2009年的30M上升到了4.1亿欧洲R41M。,2
"""赫尔辛基(AFXX)--批发集团(AFX)--2月份的净销售量为659.4mlen欧盟(SKOSko)2月份报告了2月份的净销售额,同比增长1",2
但2010年净销量从2009年的582.3米增长到了欧洲的598.3米。,2
但是，CEO佩嘉·艾尔霍尔马说，在2010年4月至2010年6月，销售量回到了增长。,2
"""芬兰酿酒厂Rageuts称,这家啤酒厂的销售额增长5.4%,报告称啤酒销量达到1044万升,占据11.09%的市占股价.""",2
由北欧波罗巴尼亚饮料集团（BBBH）控制的乌托诺斯-乌托邦斯公司(Svituris-UtonesAlus)发布了1月份啤酒销售额4.7%的增长4,2
仅在12月，酿酒协会成员的啤酒总价值2030万升，比2004年12月销售额为199.2亿升，增长了1.9%。,2
2009年9月至9月，该集团的净利息收入从2008年1月到2018年9月的1月的112.4亿欧元升至了欧元112.4MN。,2
在2010年的Q1中，银行+陆地净利息收入从9.1m增加到9.7mn，增加了9.1mn。,2
在瑞典，在审查期间营业利润的总和是3.4欧元，2005年的同期增长30.8%。,2
在2009年第四季度，猎户座的净利润同比增长了33.8%，达到了3333米。,2
2010年第二季度，该集团的净利润从250万欧元升至2009年4月至2009年6月的250万欧元。,2
2010年第二季度，该集团净利润从2009年4月至2009年4月的4月-6月的2.5米升至3.1。,2
第三季度，净净销售额比去年同期增长12%，达到1.5595亿欧元，或者以6%的价格比可比货币利率增长6%。,2
第三季度，净销售额同比增长12%，至1515.5米，以可比货币利率增长6%。,2
"""它的市场份额从上年同期的48.31%扩大到48.51%,为48.51%。""",2
KeskoAgro农业和粮食零售商、农业和农业和仓储机械和配件的零售商Eestist，在2007年的净销售额达到8100万欧元，同年同比增长了1,2
Kesko的汽车进货和零售业务，VV-AUT，看到的销售额增长了17.1PCT。,2
在2008年的第一个9个月，科恩的净销售额同比增长了14%。,2
（ADP新闻）--2009-FornameMac软件供应商IXONSOYJ(HEL:XNS1V)今天表示，其净利润为350万欧元（4500万美元,2
（AdpNews）--2009年2月12日芬兰IP解决方案供应商AfitoOyj(HEL:AFE1V)表示，2008年净利润增至欧元850万欧元,2
"""ADP(ADP)-----2009年2月6日--芬兰渔业处理公司Rapharvmc(HEL:RF1V)(Rap1V)(HEL:行情)今天表示,",2
（ADP）----芬兰2008年11月5日---芬兰电子测量产品和解决方案制造商VaisalaOyj（OMX:Vaias）今天表示，该公司的净利,2
（ADP新闻）-----2008年10月19日-芬兰提升设备制造商科尼克斯（OOMX:KCR1V）今天表示，它的净利润从2008年前的1.166,2
Mistoo预计其净销售额在2008年将增长10%，可以说是相比性的汇率。,2
2004年，欧盟国家利益利率的净收入增长4.5%，欧盟30.4米，达到31.4米，而2004年的净利息增长了4.5%，达到欧盟31.4米。,2
2008年，网利收入为152.2亿元，比2008年欧元增加了101.0锰。,2
净利息收入为39.3MN，而UR32.7MNN的净利息为39.3MN。,2
蔬菜油业净销售额从10.1亿吨上升至10.6吨，从欧元10.1锰上升到10.6锰。,2
诺基亚多媒体的销售额为5.7欧元，比2005年的数量增长45%。,2
2009年，运营收入从欧元696.4MN升至欧元600.3锰，从2009年的600.3MN增至66.4MN。,2
2006年第三季度，欧盟银行的利润从1.3MN增长到1.5MN，而2006年第三季度，欧盟银行的利润增长到1.3MN。,2
经营利润从欧元区的1.94MNN增加到欧元区的2.45mn，至2.45mn。,2
从19.9毫升到22.1毫升的操作利润。,2
在2006年，经营利润从1.1锰增加到了1.6MER，从2006年的1.1MN增加到了相同的2006年的1.6MN。,2
在2006年的相应时期，2006年的经营收益从欧盟23.2的104.4米升至103.4。,2
2006年，在相应的时期，2006年，利润从9.7锰的13.5锰上升到了欧元兑欧元兑7锰的比例。,2
2006年，在相应的期间，运营利润增加到了EUR26.7MN，从14.9mn的14.9mn。,2
2008年，欧洲经营利润从27.8欧元升至17.5MN，从2008年的17.5英元。,2
在2008年的同一个时期，经营利润从1.0MN的REUR1.0增加到了3.2MN。,2
从欧元区3.6锰的欧元区4.7亿欧元，经营利润增加到了欧元区4.7锰。,2
经营利润从欧洲4.6亿升至欧洲4.7亿吨，从欧洲4.6吨的增长到欧元的4.7亿吨。,2
2007年，在相应的期间，运营利润从欧元6.8M的9.2锰上升到了2007年的9.2MN。,2
从去年前一年到今年的1.6米，运营利润率上升到了欧盟的2.4米。,2
从欧元1060000欧元的欧元2110万卢布的运营利润跃向欧元21亿升至欧元区。,2
在2006年的相应时期，经营收益与欧盟的利润相当，共计37，7锰，从欧盟的37.2锰微增长。,2
操作利润总值5.5亿，从欧元-0.7Mn的欧元-0.7MN。,2
经营利润为11.4锰，从欧盟的7.5锰上升到了11.4亿欧元。,2
经营利润为欧盟139.7亿欧元，比欧盟人数为113.7，23%增长139.8亿欧元。,2
"""在1-9月和2010年9月和2010年同期，订单摄入量分别增长了40%和30%，分别增长到576亿欧元和17亿欧元，2010年9月和9月的1月",2
接收到的订单增长了55%的同比增长，以欧盟732米的速度增长了55%。,2
霍尔索·德里克·戴拉的经营利润从2004年起增加了42.5%。,2
在会计期间乘客量增长率增长8.4%，而乘客量增长8.4%。,2
与乘客相关的收入在2009年从欧元438.5亿增加了5.1%，至欧洲R460.8锰。,2
2005年，在欧盟时期，预期利润从0.4锰上升到欧盟R0.6锰，从2005年的欧盟对应期间的0.4锰。,2
2005年，在同期间，欧洲人的利润从1，019个EUR1，007个百分点上升到了1，019个欧元。,2
2005年，美联储14.9MN的欧元从欧元上升到17.8MN。,2
税前利润总额从欧盟1647.7英镑上升到了欧洲国家397.4M，高于164.7MN。,2
在2006年，欧洲银行的利润从欧盟的39.4MN，与2006年相比，欧洲银行的利润从33.9MN增长到2006年的33.9MN。,2
这个时期的利润是欧洲人5.9米，比欧洲人1.3米。,2
2004年，欧洲的利润为欧元9.8英元，2004年的欧元比为6.0亿英镑。,2
收入增长12%，至（X20ac）36亿（45亿美元）。,2
该公司周四表示，公司7月份至9月份的收入增长了14%，而去年同期的4670万欧元增长到了（欧元）。,2
同时，收入增长了14%，至4300万欧元，增长到4300万欧元。,2
拉美的销售额增加了42%，EUR432MMN，总计8.7千金手机设备在该地区销售，比2009年同期增长了32%。,2
芬兰三马杂志的净额销售增长到140.1M从131.8MB，从欧洲141.1MN。,2
萨达玛2007年的净利润第三季度，从2006年同期的27万欧元（37万欧元）上升到了27万美元（约合3880000美元）。,2
区域新闻：在8月份，芬航亚洲交通公司的亚洲交通需求比去年同比增长了34.9%。,2
由北海道北欧集团波罗的饮料控股（BortaHolaris）控制的斯利托克-美国国际公司（Svuturitus-Uturenos）公布，在1月份至,2
这将是去年预计的销售额从1.1717亿辆上升的一个增长。,2
这个连锁店的销售额为2005年8月全部2005年，同比增长了19.5%，同比增长了19.5%。,2
公司预计2008年的净销售额将从2007年增加5-10%。,2
该公司的经营收入（EBIT）总计为0.0MN，比去年同期为0.0.3锰。,2
EPPS展望的增长了5.6台PCT，2007年增长了7.0台，2008年增长了7.0台。,2
2006年，欧元区24554.1锰的投资性价值总和为2534.9亿锰，较2006年的2455.1万锰增加。,2
芬兰政府周三宣布，该公司股份在2000万美元的化学品和化肥公司(X20AC)65556亿美元（60.6亿美元）上涨6%，股价上涨了32%。,2
"""赫尔辛基公司(Derbort)的名为Sheleyon,Armon,Salmon和Sundeo品牌,称在三个月内净利润从12003年1,3月增长",2
2005年，谷物贸易的利润从1.4MN增加到了2.0MN。,2
股票周三上涨期为第二天，两天上升到GBX12.0或2.0%。,2
股市周二连续第三天上涨，使其三天上涨至GBX10.50%或1.8%。,2
交易将在第一节的第一节将增加每股的收入，一季度有欧元的一部分将会增加。,2
总运营收入增长率同比增长27.6%，同比增长到610万欧元。,2
瓦康的现金流量从一年前的21.9千吨升到了一年前的EUR23.9MN的37.1。,2
“巴斯特的产品销售在金融时期，增长了24%，而在金融时期的产品销售增长了很大。”,2
2011年2月1日芬兰纺织服装公司马里奥克·奥伊克·奥利姆·奥尔：MMO1V今天表示，2010年初步运营利润从欧盟6.3日上升至2010年201,2
Aleso预计，当他们达到1亿3千3百万欧元时，他们的2010年净售出将从2009年的水平上升至103万欧元。,2
2007年，从事业务的现金流量从15.6mn的15.6升至52.7mn。,2
2004年委员会收入从12.8亿锰上升到16.1锰，增加25.7%，至16.1亿。,2
2010年1月至2010年6月的每股利润为欧盟人均收入0.30，同比增长20%的20%，同比欧盟人口增长20.25。,2
每股盈利的上涨到欧元兑日圆0.11，从0.03欧元升至0.03。,2
ELISA说，移动订阅率在2007年增长7%，主要是由于用户采用所谓的第三代移动技术。,2
第三季度EPS排名前茅，从一年前的0.33欧元，预计0.33欧元，预计0.33欧元。,2
ESPS从0.02欧勒增长到0.04欧拉，从0.04欧拉增长到0.04欧盟。,2
出口增长16.5%，至191万亿升，达到16.6万升，出口量增长16.5%，至19.1百万升。,2
芬投集团潘斯坦拉亚·奥伊吉说，2005-2006年财政年度，芬兰的净利润达到了8.6美元，从2004年2.31年10月31日至06年10月，从2,2
芬兰金属金属零售商Oyyj表示，2005年，FanceMLN2002年的净利润从2005年的2.2MLN2.2欧元，2.8毫升至4.5毫升至3.,2
芬兰硅谷硅油技术公司奥基金欧米克·奥米尔赫尔辛基：OKM1V在10月30日的10月30日报道，2007年1月的1月30日，欧洲铝业盈利为10月4,2
卡尔斯品牌报告欧洲人的网络销售额为145.8米，从欧洲欧洲人口138.4锰增加到138.4米。,2
然而，在2009年，付费的常驻订单的比例在2009年增长。,2
2007年1-9月，该组织的净销售额从2006年1月到2006年的1172.6锰从1921.1MN上升到2006年的212.1MN。,2
2008年7月至9月，伊特的净销售额增加到97.8万锰，与2007年相比，2007年同期的欧元906.8锰。,2
在报告期间，由于2008-09年上半年的业务收购实现，该期间的净销售额上升了8%，到了欧盟在审查期间的10.9米。,2
在这份报告期间，该公司的营运利润增长了43.2%，达到600万欧元。,2
去年的净销额从欧盟62220万欧元增加到欧盟6830万欧盟。,2
去年，该公司将其收购额从2004年的610万台荔枝提高到了约700万台，从2004年的610万台。,2
Mairemekako集团的全年净销售额估计会增加约10%左右。,2
净销售增长了30%，至360万欧元，达到了3600万欧元。,2
尽管如此，它的市场份额从去年同期的48.51%上升到49.14%，从上年同期的48.51%。,2
十二月至十二月的销售额是302名欧盟米兰的，或者说是一年的25.3个增长年率。,2
"""欧尔维(Olvi)在今年早些时候公布的年度报告中称,该公司的销售额为94%,上涨,比去年增长2040万欧元,从2004年的4.924亿欧元升至",2
奥尔维预期2010年第一季度销售额和市场份额将会增加。,2
2005年，在欧元区的相应的运营利润增长到欧元区14.0，从欧元区的4.9亿增长到2005年的相应的时期。,2
亚洲植物的经营利润显著增长，亚洲植物的营运利润增长。,2
经营利润总额为825MN，2004年欧洲经济增长了763MN，2004年增加了823MN。,2
利润总计累计累计，欧盟和国际公司的经营利润为83.0亿，较上年同期增长23.5锰。,2
生产能力将从每年36000到850000吨的生产能力增加到每年8500吨，原材料将继续作为回收纸和董事会。,2
这段时期的利润从欧元区的2.9亿吨增加到欧元区的10.5亿吨，从2.9吨上升到10.5锰。,2
每股利润为1.03欧元，较欧元兑0.87，增加了欧元兑欧元兑日平均每股利润。,2
在利用资本上，资本回报率增长4.8个百分点，达到19.6%。,2
芬兰公司周四表示，从7月到9月的收入增长了21%，至23亿欧元，这一比例是213亿欧元。,2
收入增长1%到欧元73550万美元，达到96400万欧元，达到了964美元。,2
在2010年末，鲁鲁克基的订单书比上年同期的30%，而第四季度的10%同比上涨。,2
芬兰销售额增长3.9%，国际增长0.7%，国际增长率为0.7%。,2
安全和系统包装的销售额增加，以及系统包装的销量略有增加的原因。,2
斯特拉·恩索的第三季度预税税收增加了197Mn，达到欧元197MN。,2
公司的市场份额正在继续进一步增加，以及继续增长。,2
该公司的预定交通量，在收入旅客数量为2%以上的RPK，增长率为2%，2009年2月份将近3%的乘客进行预定航班的航班数量比2009年2月多。,2
“汽车管理的办法也将加强ASPO的资本结构，”奥斯帕阿斯波首席执行官CEO的古斯塔夫·纽伯格评价道。,2
"""第四季每股收益的增加为0.25欧元,比去年同期的0.20欧元增长了0.20欧元。""",2
2006年，斯普拉达的房地产组合的经济占有率从2006年的88.8%上升至91.2%。,2
该组织的12个月营业利润增长31%至33780万欧元。,2
2008年上半年净销售增长率为28%，与2007年的前半年相比。,2
该组织人寿保险业务的预售盈利从270万欧元增加到了3600万欧元。,2
该组织生命保险业务的前期利润从欧盟的36M增加到了270M。,2
2010年，纸业公司的总交付量从2009年的1132，000吨从2009年的1，1，155，000吨。,2
该公司的林业控股的价值增加了3.6BN。,2
营业流转到欧元兑换热的2100万欧元，从17M的17M升到欧元17M的21M。,2
芬兰法维拉矿业公司TLARL：TLV1V称，周四他们已经选择了博福美林和摩根大通：JPM作为一本合著的书，其计划的可转换期债券发行价值25003,0
这个商场是波罗的海的珠子发展项目的一部分，位于波罗的波罗的圣彼得堡，一个上海外商投资公司的一个子公司，在那里，一个人的开发房屋，35万人，他们正,0
VACON通过投资基金I.EUR1.0=1.0=1.397美元的投资基金电力基金I.EUR1.0=1.39美元的投资公司控制公司的投资5%。,0
股东的全名：股东奥托·亨德伯格·尼伯特5）进一步信息：现在股份的数量转换量与ASPOPLC股票总股票数量的5.68%相应。,0
数据处理单位收集数据，计算RVR值，并通过各种接口提供数据给用户。,0
德国CommerzBarg和美国JPM摩根（JPMorgan）参加了ASPARS和荷兰ING（AMS：INGA）作为合作伙伴。,0
股票数量增加的基础是2006年股票期权计划下的公司管理权的选择权。,0
在全球有30家办公室，其净销售额的90多台以上者在芬兰以外生产。,0
